"participant","Congruency","Word","Colour","Correct","RT"
100,"Incongruent","RED","green",0,NA
100,"Incongruent","GREEN","red",1,1.0508473000009
100,"Incongruent","YELLOW","blue",1,1.06754530000035
100,"Incongruent","GREEN","red",0,0.768473000000085
100,"Incongruent","GREEN","red",1,0.800623399998585
100,"Incongruent","YELLOW","blue",1,0.917420600002515
100,"Incongruent","RED","green",1,0.668518000002223
100,"Incongruent","BLUE","yellow",1,0.850693000000319
100,"Incongruent","RED","green",1,0.800640099998418
100,"Congruent","YELLOW","yellow",0,1.05524979999973
100,"Incongruent","GREEN","red",1,1.18427159999919
100,"Incongruent","GREEN","red",1,0.667212199998175
100,"Congruent","BLUE","blue",1,0.950752099997771
100,"Incongruent","GREEN","red",1,0.835786999999982
100,"Incongruent","BLUE","yellow",1,0.780900800000381
100,"Congruent","GREEN","green",1,0.731671500001539
100,"Congruent","RED","red",1,0.880955699998594
100,"Incongruent","GREEN","red",1,0.667228199999954
100,"Incongruent","YELLOW","blue",1,0.867385300000024
100,"Incongruent","RED","green",1,0.733938000001217
100,"Incongruent","BLUE","yellow",1,0.817337000000407
100,"Congruent","RED","red",1,0.683895199999824
100,"Congruent","BLUE","blue",1,0.633855500000209
100,"Incongruent","YELLOW","blue",1,0.853362699999707
100,"Incongruent","BLUE","yellow",1,0.700576100000035
100,"Incongruent","RED","green",1,0.81733389999863
100,"Incongruent","BLUE","yellow",1,0.653253100001166
100,"Incongruent","YELLOW","blue",1,0.869855900000402
100,"Congruent","YELLOW","yellow",1,0.670116400000552
100,"Incongruent","BLUE","yellow",1,0.91801839999971
100,"Incongruent","RED","green",1,0.719067400001222
100,"Incongruent","BLUE","yellow",1,0.683916300000419
100,"Incongruent","BLUE","yellow",1,0.567100899999787
100,"Incongruent","RED","green",1,0.68684199999916
100,"Incongruent","YELLOW","blue",1,0.850694500000827
100,"Incongruent","YELLOW","blue",1,0.818578099999286
100,"Incongruent","YELLOW","blue",1,0.600488000000041
100,"Congruent","GREEN","green",1,0.600484799997503
100,"Incongruent","RED","green",1,0.850123000000167
100,"Incongruent","GREEN","red",1,0.850679200000741
100,"Congruent","YELLOW","yellow",1,0.81448630000159
100,"Incongruent","BLUE","yellow",1,0.914340499999525
100,"Incongruent","YELLOW","blue",1,0.800111600001401
100,"Congruent","RED","red",1,0.750625100001344
100,"Incongruent","BLUE","yellow",1,0.697480700000597
100,"Incongruent","GREEN","red",1,1.86999519999881
100,"Congruent","BLUE","blue",1,0.733962599999359
100,"Congruent","YELLOW","yellow",1,0.619993799999065
100,"Incongruent","GREEN","red",1,1.00399309999921
100,"Incongruent","YELLOW","blue",1,1.11757950000174
100,"Incongruent","GREEN","red",1,1.30110340000101
100,"Congruent","GREEN","green",1,0.934883800000534
100,"Incongruent","RED","green",1,0.819258900002751
100,"Incongruent","RED","green",1,0.650536899996951
100,"Incongruent","RED","green",1,0.667176900002232
100,"Incongruent","GREEN","red",1,0.934135000003153
100,"Incongruent","YELLOW","blue",0,1.43449889999829
100,"Incongruent","RED","green",1,0.969716999999946
100,"Incongruent","GREEN","red",1,0.887136100001953
100,"Congruent","BLUE","blue",1,0.900717099997564
100,"Incongruent","BLUE","yellow",1,1.05084690000149
100,"Incongruent","BLUE","yellow",1,0.847554600000876
100,"Congruent","RED","red",1,0.93158559999938
100,"Incongruent","YELLOW","blue",1,0.750600999999733
100,"Congruent","GREEN","green",1,1.15093310000157
100,"Incongruent","GREEN","red",1,0.735711400000582
100,"Incongruent","GREEN","red",1,0.603201300000364
100,"Incongruent","RED","green",1,0.703261800001201
100,"Incongruent","YELLOW","blue",1,0.767276099999435
100,"Incongruent","BLUE","yellow",1,1.01952170000004
100,"Incongruent","GREEN","red",1,0.667218900001899
100,"Incongruent","BLUE","yellow",1,0.800668500000029
100,"Incongruent","BLUE","yellow",1,0.536084600000322
100,"Incongruent","BLUE","yellow",1,0.583788600000844
100,"Incongruent","RED","green",1,1.03673319999871
100,"Incongruent","RED","green",1,0.533756499997253
100,"Incongruent","RED","green",1,0.467238299999735
100,"Incongruent","YELLOW","blue",1,0.947655200001464
100,"Incongruent","YELLOW","blue",1,0.584918399999879
100,"Incongruent","YELLOW","blue",1,0.650522500000079
100,"Incongruent","RED","green",1,1.21722859999863
100,"Incongruent","YELLOW","blue",1,0.834555800000089
100,"Congruent","GREEN","green",1,0.366946899997856
100,"Incongruent","GREEN","red",1,0.697459900002286
100,"Incongruent","RED","green",1,1.01747009999963
100,"Incongruent","BLUE","yellow",1,0.903392600001098
100,"Incongruent","RED","green",1,1.11759410000013
100,"Incongruent","BLUE","yellow",1,0.853674599999067
100,"Congruent","YELLOW","yellow",1,0.636711499999365
100,"Incongruent","RED","green",1,0.703454799997417
100,"Incongruent","BLUE","yellow",1,1.01744680000047
100,"Incongruent","RED","green",1,1.00081419999697
100,"Incongruent","GREEN","red",1,1.41781329999867
100,"Congruent","GREEN","green",1,0.90072710000095
100,"Incongruent","GREEN","red",1,0.981790399997408
100,"Incongruent","YELLOW","blue",1,0.867471800000203
100,"Congruent","BLUE","blue",1,0.767290700001467
100,"Incongruent","GREEN","red",1,1.09829460000037
100,"Incongruent","YELLOW","blue",1,0.967465099998662
100,"Incongruent","YELLOW","blue",1,0.633844700001646
100,"Incongruent","BLUE","yellow",1,0.95340109999961
100,"Incongruent","RED","green",1,0.83403349999935
100,"Congruent","YELLOW","yellow",1,1.33668360000229
100,"Incongruent","YELLOW","blue",1,1.00081710000086
100,"Incongruent","YELLOW","blue",1,0.518218699999125
100,"Incongruent","BLUE","yellow",1,0.683902999997372
100,"Incongruent","RED","green",1,1.21765990000131
100,"Incongruent","BLUE","yellow",1,1.03168689999802
100,"Congruent","BLUE","blue",1,1.23434690000067
100,"Incongruent","GREEN","red",1,1.40423870000086
100,"Congruent","RED","red",1,0.753766600002564
100,"Incongruent","YELLOW","blue",1,1.45118170000205
100,"Incongruent","GREEN","red",1,1.43700360000003
100,"Incongruent","RED","green",1,1.56894969999848
100,"Incongruent","YELLOW","blue",1,1.81815330000245
100,"Incongruent","GREEN","red",1,1.18429929999911
100,"Incongruent","GREEN","red",1,0.733936900000117
100,"Incongruent","BLUE","yellow",1,1.10619090000182
100,"Incongruent","BLUE","yellow",1,1.06754219999857
100,"Congruent","RED","red",1,0.73648989999856
100,"Incongruent","YELLOW","blue",0,NA
100,"Incongruent","YELLOW","blue",1,0.936884000002465
100,"Incongruent","GREEN","red",1,0.851992899999459
100,"Incongruent","YELLOW","blue",1,0.700559400000202
100,"Incongruent","RED","green",1,0.767283099998167
100,"Incongruent","YELLOW","blue",1,1.38869980000163
100,"Congruent","GREEN","green",1,0.802693900001032
100,"Incongruent","BLUE","yellow",1,0.783970099997532
100,"Incongruent","YELLOW","blue",1,1.02033859999938
100,"Incongruent","GREEN","red",1,0.683908299997711
100,"Congruent","RED","red",1,0.60048309999911
100,"Incongruent","RED","green",1,0.669558300000062
100,"Incongruent","BLUE","yellow",1,1.00082810000094
100,"Incongruent","BLUE","yellow",1,1.18654210000022
100,"Incongruent","BLUE","yellow",1,0.699669399997219
100,"Congruent","YELLOW","yellow",1,0.480628799999977
100,"Congruent","YELLOW","yellow",1,0.586172600000282
100,"Incongruent","RED","green",1,0.700551100002485
100,"Incongruent","BLUE","yellow",1,1.18430900000021
100,"Incongruent","GREEN","red",1,1.34802979999949
100,"Incongruent","BLUE","yellow",1,0.500741100000596
100,"Incongruent","RED","green",1,0.900762700002815
100,"Congruent","BLUE","blue",1,0.953251200000523
100,"Incongruent","RED","green",1,0.934133900002053
100,"Incongruent","RED","green",1,0.486484000000928
100,"Incongruent","RED","green",1,0.500418799998442
100,"Incongruent","RED","green",1,0.450342000000092
100,"Incongruent","GREEN","red",1,0.714179200000217
100,"Incongruent","YELLOW","blue",1,1.36470660000123
100,"Incongruent","YELLOW","blue",1,1.41855099999884
100,"Congruent","RED","red",1,0.956264199998259
100,"Congruent","BLUE","blue",1,0.703866299998481
100,"Incongruent","GREEN","red",1,1.10491179999735
100,"Incongruent","GREEN","red",1,0.850676099998964
100,"Incongruent","GREEN","red",1,0.554198800000449
100,"Incongruent","BLUE","yellow",1,1.0508774000009
100,"Incongruent","GREEN","red",1,0.685655599998427
100,"Congruent","GREEN","green",1,0.802858600000036
100,"Incongruent","YELLOW","blue",1,1.10089860000153
100,"Incongruent","BLUE","yellow",1,1.20094900000186
100,"Incongruent","YELLOW","blue",1,1.13161240000045
100,"Incongruent","BLUE","yellow",0,0.733919199999946
100,"Incongruent","YELLOW","blue",1,1.25102900000275
100,"Incongruent","BLUE","yellow",1,0.767262099998334
100,"Incongruent","RED","green",0,0.834009800000786
100,"Congruent","BLUE","blue",1,1.30379700000049
100,"Incongruent","RED","green",1,0.884024700000737
100,"Congruent","BLUE","blue",1,0.897597200000746
100,"Incongruent","GREEN","red",1,1.16758670000127
100,"Incongruent","GREEN","red",1,0.750617899997451
100,"Congruent","YELLOW","yellow",1,1.63472759999786
100,"Incongruent","GREEN","red",1,0.820420200001536
100,"Congruent","GREEN","green",1,0.667235800003255
100,"Incongruent","RED","green",1,0.783965099999477
100,"Incongruent","YELLOW","blue",1,0.834935399998358
100,"Incongruent","GREEN","red",1,0.82040589999815
100,"Incongruent","BLUE","yellow",1,0.803741299998364
100,"Incongruent","RED","green",1,1.00386250000156
100,"Incongruent","GREEN","red",1,1.08581430000049
100,"Incongruent","YELLOW","blue",0,1.46785000000091
